model_code|version_name|version_code|spec_category|spec_category_vn|spec_key|spec_key_vn|spec_value|spec_unit|source_url
VF 8|Plus||interior|Nội thất|driver_seat_type|Ghế lái|Chỉnh điện 12 hướng, nhớ vị trí Tích hợp thông gió, sưởi||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|passenger_seat_type|Ghế phụ|Chỉnh điện 10 hướng Tích hợp thông gió, sưởi||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|second_row_seat_type|Hàng ghế thứ hai|Chỉnh cơ 2 hướng, tỷ lệ gập 60:40 Tích hợp thông gió, sưởi||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|steering_wheel_type|Loại vô lăng|Bọc da, dạng D-cut Chỉnh điện 4 hướng Tích hợp sưởi, nút bấm điều khiển tính năng giải trí và ADAS||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|ac_type|Hệ thống điều hòa|Tự động, 2 vùng Tích hợp chức năng kiểm soát chất lượng, chức năng ion hóa không khí||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|cabin_air_filter|Lọc không khí Cabin|Combi 1.0||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|rear_ac_vents|Ống thông gió dưới chân hành khách sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|display_inch|Màn hình giải trí cảm ứng|15,6 Inch|inch|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|head_up_display|Màn hình hiển thị HUD|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|usb_port_type_a|Cổng kết nối USB loại A|Hàng ghế trước: 2 Hàng ghế thứ hai: 2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|usb_port_type_c|Cổng kết nối USB loại C|Có, 90 W||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|wireless_charging|Sạc không dây|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|wifi_connectivity|Kết nối Wifi|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|bluetooth_connectivity|Kết nối Bluetooth|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|speakers|Hệ thống loa|10|số lượng|https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|subwoofer|Loa trầm|1||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|ambient_lighting|Đèn trang trí nội thất|Đa màu||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|sunroof_type|Cửa sổ trời|Toàn cảnh, chỉnh điện||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||interior|Nội thất|interior_mirror_type|Gương chiếu hậu trong xe|Chống chói tự động||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|abs|Chống bó cứng phanh (ABS)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|ebd|Phân phối lực phanh điện tử (EBD)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|brake_assist|Hỗ trợ phanh khẩn cấp (BA)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|esc|Cân bằng điện tử (ESC)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|tcs|Kiểm soát lực kéo (TCS)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|hsa|Hỗ trợ khởi hành ngang dốc (HSA)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|rollover_mitigation|Chức năng chống lật ROM|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|emergency_stop_signal|Đèn báo phanh khẩn cấp ESS|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|tpms|Giám sát áp suất lốp|dTPMS||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|auto_door_lock|Khóa cửa xe tự động khi xe di chuyển|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|pretensioner_seatbelt|Căng đai khẩn cấp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|isofix|Móc cố định ghế trẻ em ISOFIX|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|seatbelt_warning|Cảnh báo dây an toàn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|airbags|Túi khí|11||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|front_airbags|Túi khí trước|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|curtain_airbags|Túi khí rèm|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|side_airbags_front|Túi khí bên hông ghế trước|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|side_airbags_rear|Túi khí bên hông ghế sau|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|knee_airbags|Túi khí bảo vệ chân|2||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||safety|An toàn|center_airbags|Túi khí trung tâm|1||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|traffic_jam_assist|Hỗ trợ di chuyển khi ùn tắc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|highway_assist|Hỗ trợ lái trên đường cao tốc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_departure_warning|Cảnh báo chệch làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_keep_assist|Hỗ trợ giữ làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_centering|Kiểm soát đi giữa làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|cruise_control_type|Kiểm soát hành trình|Ga tự động thích ứng||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|adaptive_cruise_control|Điều chỉnh tốc độ thông minh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|traffic_sign_recognition|Nhận biết biển báo giao thông|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|forward_collision_warning|Cảnh báo va chạm phía trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|rear_cross_traffic_alert|Cảnh báo phương tiện cắt ngang phía sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|blind_spot_warning|Cảnh báo điểm mù|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|door_open_warning|Cảnh báo mở cửa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|aeb_front|Phanh tự động khẩn cấp trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|emergency_lane_keep|Hỗ trợ giữ làn khẩn cấp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||exterior|Ngoại thất|adaptive_headlights|Đèn pha tự động / thích ứng|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|driver_monitoring|Cảnh báo tài xế buồn ngủ & mất tập trung|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|surround_view_camera|Camera 360° / giám sát xung quanh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|vehicle_modes|Chế độ xe cơ bản (cắm trại, người lạ, thú cưng, rửa xe)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|basic_entertainment|Giải trí cơ bản (Đài FM, Bluetooth, USB)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|online_entertainment|Giải trí trực tuyến|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|smartphone_integration|Kết nối Android Auto / Apple CarPlay|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|basic_map_navigation|Bản đồ cơ bản (Tìm địa điểm, Dẫn đường, tình trạng giao thông, hình vệ tinh)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|ev_routing|Dẫn đường nâng cao cho xe điện (tìm trạm sạc)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|basic_widgets|Khung tiện ích cơ bản (lịch, thời tiết, media, bản đồ)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|web_browser|Trình duyệt web|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|vehicle_status_assist|Tư vấn tình trạng xe & hỗ trợ xử lý sự cố|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_control|Điều khiển chức năng xe bằng giọng nói|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_search|Hỏi đáp & tìm kiếm thông tin cơ bản|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_navigation|Dẫn đường bằng giọng nói|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|voice_greeting|Chào hỏi / thực hiện lệnh theo kịch bản|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|account_sync|Đồng bộ tài khoản / ứng dụng / phân quyền|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|vehicle_status_notification|Thông báo trạng thái xe (pin, hiệu suất, bảo dưỡng)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|charge_management|Quản lý sạc & thanh toán phí sạc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|charger_map|Bản đồ trạm sạc|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|service_booking|Dịch vụ hậu mãi: đặt lịch sửa chữa, lái thử|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|online_accessory_shop|Mua bán phụ kiện|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||infotainment|Giải trí & kết nối|ota_update|Cập nhật phần mềm từ xa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8|Plus||connected|Kết nối thông minh|gps_tracking|Định vị xe từ xa|Không có thông tin||https://storage.googleapis.com/vinfast-data-01/brochure/VF8_Brochure_03022026.pdf
VF 8 All New|The All New||dimension|Kích thước & trọng lượng|length_mm|Chiều dài tổng thể|4701|mm|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1872|mm|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1670|mm|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||dimension|Kích thước & trọng lượng|wheelbase_mm|Chiều dài cơ sở|2840 (mm)|mm|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|170 (mm)|mm|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||dimension|Kích thước & trọng lượng|curb_weight_kg|Trọng lượng không tải|1870 (kg)|kg|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|headlight_type|Đèn chiếu sáng phía trước|LED tự động||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|daytime_running_light|Đèn chờ dẫn đường|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|drl_type|Đèn chiếu sáng ban ngày|LED||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|welcome_light|Đèn chào mừng|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|tail_light_type|Đèn hậu|LED||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|high_mount_brake_light|Đèn phanh trên cao phía sau|LED||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|brand_light|Đèn nhận diện thương hiệu|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|rearview_mirror_type|Gương chiếu hậu|Chỉnh điện, gập điện. Tích hợp báo rẽ, tự động chỉnh khi lùi, nhớ vị trí||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|window_type|Kiểu cửa sổ|Chỉnh điện, lên/xuống một chạm cả 4 cửa||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|auto_wiper|Gạt mưa trước tự động|Tự động||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|trunk_lid_type|Điều chỉnh cốp sau|Chỉnh điện||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|underbody_protection|Tấm bảo vệ dưới thân xe|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|power_kw|Công suất tối đa|170 (kW)|kW|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|torque_nm|Mô-men xoắn cực đại|330 (Nm)|Nm|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||battery|Pin & sạc|battery_kwh|Dung lượng pin khả dụng|60,13|kWh|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||battery|Pin & sạc|range_km|Phạm vi di chuyển|480 - 500 km (NEDC)*** tùy điều kiện vận hành|km|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|mobile_charger_type|Dây sạc di động|Phụ kiện chính hãng: 3.5 kW||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|home_charger_type|Bộ sạc tại nhà|Phụ kiện chính hãng: 7.4 kW||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||battery|Pin & sạc|ac_charge_power_kw|Công suất sạc AC tối đa|7.2 kW|kW|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||battery|Pin & sạc|dc_charge_power_kw|Công suất sạc nhanh DC tối đa|100 kW|kW|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||battery|Pin & sạc|fast_charge_min|Thời gian nạp pin nhanh nhất|Dưới 30 phút sạc nhanh tại trạm sạc 250kW (10-70%)|phút|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|regenerative_braking|Hệ thống phanh tái sinh|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|drive_modes|Chế độ lái|Tiết kiệm/ Thường/ Thể thao||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||powertrain|Hệ thống truyền động|drivetrain|Dẫn động|Cầu trước (FWD)||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|seat_material_type|Chất liệu bọc ghế|Bọc da nhân tạo||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|driver_seat_type|Ghế lái|Chỉnh điện 6 hướng, nhớ vị trí||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|second_row_adjust|Hàng ghế thứ 2 điều chỉnh hướng|Ngả ghế; tỉ lệ gập 60:40||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|isofix|Móc cố định ghế trẻ em ISOFIX|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|steering_wheel_type|Loại vô lăng|Bọc da nhân tạo. Chỉnh cơ 4 hướng. Tích hợp nút bấm điều khiển tính năng giải trí và ADAS||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|ac_type|Hệ thống điều hòa|Tự động, 2 vùng. Tích hợp chức năng kiểm soát chất lượng, ion hóa không khí||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|cabin_air_filter|Lọc không khí Cabin|Combi 1.0||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|display_inch|Màn hình giải trí cảm ứng|12,9 Inch|inch|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|driver_display_inch|Màn hình thông tin lái|Có|inch|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|speaker_system|Hệ thống âm thanh|8 loa||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|interior_mirror_type|Gương chiếu hậu trong xe|Chống chói tự động||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|usb_ports|Cổng kết nối USB|Hàng trước: 1 x Type-A & 1 x Type-C Hàng ghế 2: 2 x Type-C||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|wireless_charging|Sạc không dây|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||chassis|Khung gầm & hệ thống treo|suspension_type|Hệ thống treo (trước/sau)|MacPherson/Treo đa liên kết||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||chassis|Khung gầm & hệ thống treo|brake_type|Hệ thống phanh trước/sau|Đĩa thông gió/Đĩa đặc||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||interior|Nội thất|parking_brake|Phanh tay|Điện tử tích hợp giữ phanh tự động||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|abs|Chống bó cứng phanh (ABS)|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|ebd|Phân phối lực phanh điện tử (EBD)|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|brake_assist|Hỗ trợ phanh khẩn cấp (BA)|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|esc|Cân bằng điện tử (ESC)|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|tcs|Kiểm soát lực kéo (TCS)|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|hsa|Hỗ trợ khởi hành ngang dốc (HSA)|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|rollover_mitigation|Chức năng chống lật ROM|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||adas|Hỗ trợ lái nâng cao (ADAS)|hill_descent_control|Hỗ trợ xuống dốc HDC|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||safety|An toàn|emergency_stop_signal|Đèn báo phanh khẩn cấp ESS|Có||https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
VF 8 All New|The All New||exterior|Ngoại thất|wheel_size_inch|Kích thước la-zăng|19 Inch|inch|https://static-cms-prod.vinfastauto.com/brochure/26052026/VF%208%20The%20he%20moi_Brochure_final%2020.05.pdf
