model_code|version_name|version_code|spec_category|spec_category_vn|spec_key|spec_key_vn|spec_value|spec_unit|source_url
VF 3|||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1679|mm|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1622|mm|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|191|mm|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|trunk_capacity|Dung tích khoang hành lý|36|L|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|turning_diameter_m|Đường kính quay đầu tối thiểu|8,1|m|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|curb_weight_kg|Trọng lượng không tải|857|kg|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|payload_kg|Tải trọng / Sức chứa|300|kg|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||dimension|Kích thước & trọng lượng|roof_load_kg|Tải trọng hành lý nóc xe|50|kg|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|power_kw|Công suất tối đa|32|kW|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|torque_nm|Mô-men xoắn cực đại|110|Nm|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|top_speed_kmh|Tốc độ tối đa|100 km/h khi dung lượng pin >50%, với mọi điều kiện thời tiết|km/h|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|acceleration_0_50_s|Tăng tốc 0-50 km/h|5,3|s|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|acceleration_0_100_s|Tăng tốc 0-100 km/h|19,3|s|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|energy_consumption_kwh_100km|Mức tiêu thụ năng lượng|9 kWh/100 km (NEDC)|kWh/100km|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||battery|Pin & sạc|battery_type|Loại pin|LFP||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||battery|Pin & sạc|battery_kwh|Dung lượng pin khả dụng|18,64|kWh|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||battery|Pin & sạc|range_km|Phạm vi di chuyển|210|km|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||battery|Pin & sạc|fast_charge_capable|Tính năng sạc nhanh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|regenerative_braking|Hệ thống phanh tái sinh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||battery|Pin & sạc|normal_charge_hours|Thời gian nạp pin bình thường|5 giờ (10 - 70%)|giờ|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||battery|Pin & sạc|fast_charge_min|Thời gian nạp pin nhanh nhất|36 phút (10 - 70%)|phút|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|gear_shift_type|Cách chuyển số|Tích hợp vào cần lái||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|drivetrain|Dẫn động|RWD||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|drive_modes|Chế độ lái|Có (Eco/Normal)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|creep_mode|Chế độ thay đổi tốc độ đến dừng|Có (Lăn/Bò)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|front_suspension_type|Hệ thống treo trước|Độc lập, MacPherson||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|rear_suspension_type|Hệ thống treo sau|Phụ thuộc, trục cứng với thanh xoắn Panhard||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|front_brake_type|Phanh trước|Phanh đĩa, calip nổi||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|rear_brake_type|Phanh sau|Phanh tay trống||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|tire_wheel_size|Kích thước lốp & la-zăng|175/75R16||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|tire_repair_kit|Bộ vá lốp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|steering_assist_type|Trợ lực lái|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||chassis|Khung gầm & hệ thống treo|stabilizer_bar|Thanh cân bằng trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|headlight_type|Đèn chiếu sáng phía trước|Halogen||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|tail_light_type|Đèn hậu|Halogen||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|position_light|Đèn định vị|Halogen||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|door_impact_beam|Thanh gia cường cửa xe|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|trunk_lid_type|Điều chỉnh cốp sau|Chỉnh cơ||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|spoiler|Cánh hướng gió|Tích hợp vào cốp||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||exterior|Ngoại thất|charge_port_door|Cơ chế đóng mở cổng sạc|Chỉnh cơ||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|seats|Số ghế ngồi|4||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|seat_material_type|Chất liệu bọc ghế|Nỉ||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|driver_seat_type|Ghế lái|Chỉnh cơ 4 hướng||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|driver_headrest|Tựa đầu ghế lái|Có - tích hợp||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|passenger_seat_type|Ghế phụ|Chỉnh cơ 4 hướng||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|passenger_headrest|Tựa đầu ghế phụ|Có - tích hợp||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|easy_access|Lên xuống dễ dàng|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|second_row_fold|Hàng ghế thứ 2 gập tỷ lệ|Gập hoàn toàn||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|row2_headrest|Tựa đầu ghế hàng 2|Có - cố định||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|ac_type|Hệ thống điều hòa|Chỉnh cơ, 1 vùng||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|cabin_air_filter|Lọc không khí Cabin|Lọc bụi||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|defroster|Chức năng làm tan sương/tan băng|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|display_inch|Màn hình giải trí cảm ứng|10 inch|inch|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|usb_a_row2|Cổng USB loại A hàng ghế thứ 2|Có, 1 cổng 1,5 A||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|wifi_connectivity|Kết nối Wifi|Có (Chỉ dùng cập nhật phần mềm từ xa)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|bluetooth_connectivity|Kết nối Bluetooth|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||powertrain|Hệ thống truyền động|brake_pedal_start|Khởi động bằng bàn đạp phanh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|supported_languages|Các ngôn ngữ hỗ trợ|Tiếng Việt/Tiếng Anh||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|speakers|Hệ thống loa|2|số lượng|https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|dome_light|Đèn trần phía trước|Dạng bóng||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|sun_visor_mirror|Tấm che nắng, có gương|Có (Loại không gương)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|cupholders|Hộc đựng cốc|2||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|parking_brake|Phanh tay|Kích hoạt phanh tay bằng nút P ở cần gạt vô lăng||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|tool_kit|Khay đựng dụng cụ sửa xe|Có (Túi vải)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|tow_hook|Móc kéo tời|Có (Có thể tách rời)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||interior|Nội thất|interior_mirror_type|Gương chiếu hậu trong xe|Ngày và đêm (loại thường)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|abs|Chống bó cứng phanh (ABS)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|brake_assist|Hỗ trợ phanh khẩn cấp (BA)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|tcs|Kiểm soát lực kéo (TCS)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|hsa|Hỗ trợ khởi hành ngang dốc (HSA)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|auto_door_lock|Khóa cửa xe tự động khi xe di chuyển|Có (5 km/h)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|pretensioner_seatbelt|Căng đai khẩn cấp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|seatbelt_warning|Cảnh báo dây an toàn|Ghế phụ trước||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|airbags|Túi khí|1||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||safety|An toàn|front_airbags|Túi khí trước|Túi khí trước lái||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||security|An ninh|immobilizer|Khoá động cơ khi có trộm|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||adas|Hỗ trợ lái nâng cao (ADAS)|rear_parking_assist|Hỗ trợ đỗ xe phía sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||adas|Hỗ trợ lái nâng cao (ADAS)|rearview_camera|Camera lùi|AFS||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|vehicle_control|Điều khiển chức năng trên xe|Có (Trên màn hình)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|camping_mode|Chế độ cắm trại|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||connected|Kết nối thông minh|account_sync|Đồng bộ tài khoản / ứng dụng / phân quyền|Có (Màn hình và ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|navigation|Điều hướng & dẫn đường|Có (Android Auto/Apple Carplay) *Sẽ được cập nhật phần mềm sau||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||connected|Kết nối thông minh|gps_tracking|Định vị xe từ xa|Có (Ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|maintenance_reminder|Đề xuất lịch bảo trì/bảo dưỡng tự động|Có (Ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||connected|Kết nối thông minh|vehicle_status_notification|Thông báo trạng thái xe (pin, hiệu suất, bảo dưỡng)|Có (Ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|phone_media|Giải trí thông qua đồng bộ điện thoại|Có (Android Auto/Apple Carplay) *Sẽ được cập nhật phần mềm sau||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|audio_entertainment|Giải trí âm thanh|Có (Trên màn hình)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|internet_access|Tra cứu & truy cập Internet|Có||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|calendar_contact_sync|Đồng bộ lịch và danh bạ điện thoại|Có (Màn hình và ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|contact_sync|Đồng bộ danh bạ điện thoại|Có (Bluetooth và kết nối dây)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|fota_update|Cập nhật phần mềm miễn phí FOTA|Có (Chỉ màn hình)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||infotainment|Giải trí & kết nối|sota_update|Cập nhật phần mềm thu phí SOTA|Có (Chỉ màn hình)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||connected|Kết nối thông minh|service_booking|Dịch vụ hậu mãi: đặt lịch sửa chữa, lái thử|Có (Ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 3|||connected|Kết nối thông minh|battery_lease_management|Quản lý gói cước thuê pin trực tuyến|Có (Ứng dụng VinFast)||https://storage.googleapis.com/vinfast-data-01/brochure/29012026/VFVN_VF%203_Brochure%20280126.pdf
VF 5|Plus||dimension|Kích thước & trọng lượng|wheelbase_mm|Chiều dài cơ sở|2.514|mm|https://storage.googleapis.com/vinfast-data-01/brochure/09042026/VFVN_VF%205_Brochure%20B%E1%BA%A3n%20s%E1%BB%ADa%20290126_1333PM.pdf
VF 5|Plus||dimension|Kích thước & trọng lượng|length_mm|Chiều dài tổng thể|3967|mm|https://storage.googleapis.com/vinfast-data-01/brochure/09042026/VFVN_VF%205_Brochure%20B%E1%BA%A3n%20s%E1%BB%ADa%20290126_1333PM.pdf
VF 5|Plus||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1723|mm|https://storage.googleapis.com/vinfast-data-01/brochure/09042026/VFVN_VF%205_Brochure%20B%E1%BA%A3n%20s%E1%BB%ADa%20290126_1333PM.pdf
VF 5|Plus||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1579|mm|https://storage.googleapis.com/vinfast-data-01/brochure/09042026/VFVN_VF%205_Brochure%20B%E1%BA%A3n%20s%E1%BB%ADa%20290126_1333PM.pdf
VF 5|Plus||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|160|mm|https://storage.googleapis.com/vinfast-data-01/brochure/09042026/VFVN_VF%205_Brochure%20B%E1%BA%A3n%20s%E1%BB%ADa%20290126_1333PM.pdf
VF 5|Plus||dimension|Kích thước & trọng lượng|trunk_capacity|Dung tích khoang hành lý|331/1015|L|https://storage.googleapis.com/vinfast-data-01/brochure/09042026/VFVN_VF%205_Brochure%20B%E1%BA%A3n%20s%E1%BB%ADa%20290126_1333PM.pdf
